code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	packaging_text	brands	brands_tags	categories	categories_tags	categories_fr	origins	origins_tags	origins_fr	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_fr	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_fr	ingredients_text	allergens	allergens_fr	traces	traces_tags	traces_fr	serving_size	serving_quantity	no_nutriments	additives_n	additives	additives_tags	additives_fr	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	states_tags	states_fr	brand_owner	main_category	main_category_fr	image_url	image_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
10028989977608	http://world-fr.openfoodfacts.org/produit/10028989977608/morningstar-farms-poultry-chik-patties-original-30oz-4ct	org-database-usda	1587583147	2020-04-22T19:19:07Z	1587583147	2020-04-22T19:19:07Z	Morningstar farms poultry chik patties original 30oz 4ct								Plant-based foods and beverages, Plant-based foods, Frozen foods, Frozen plant-based foods, Frozen plant-based foods mixes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:frozen-foods,en:frozen-plant-based-foods,en:frozen-plant-based-foods-mixes	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Surgelés,Aliments à base de plantes surgelés,Mélanges d'aliments à base de plantes surgelés																United States	en:united-states	États-Unis	Water, bleached wheat flour, enriched flour (wheat flour, niacin, reduced iron, vitamin b1 [thiamin mononitrate], vitamin b2 [riboflavin], folic acid), corn oil, soy protein concentrate, soy protein isolate, contains two percent or less of wheat starch, cornstarch, wheat gluten, yellow corn flour, dextrose, salt, methylcellulose, modified corn starch, sugar, natural and artificial flavors, yeast extract, spices, potassium chloride, autolyzed yeast extract, dried yeast, disodium inosinate, soybean oil, onion powder, hydrolyzed soy protein, paprika (color), hydrolyzed corn protein, chicory root fiber, xanthan gum, garlic powder, caramel color, baking soda, sunflower oil, sodium alginate, cellulose gum, paprika extract (color), annatto extract (color), disodium guanylate, lactic acid, citric acid, vitamin b1 (thiamin hydrochloride), sodium acid pyrophosphate, sodium gluconate, barley extract, niacinamide, nonfat milk, egg whites, iron (ferrous sulfate), vitamin b1 (thiamin mononitrate), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b12.	en:gluten					1 Patty (71 g)	71		13		en:e150c,en:e160c,en:e270,en:e330,en:e401,en:e415,en:e450,en:e450i,en:e461,en:e466,en:e500,en:e500ii,en:e576,en:e627,en:e631	E150c - Caramel ammoniacal,E160c - Extrait de paprika,E270 - Acide lactique,E330 - Acide citrique,E401 - Alginate de sodium,E415 - Gomme xanthane,E450 - Diphosphates,E450i - Pyrophosphate de sodium acide,E461 - Méthylcellulose,E466 - Carboxyméthylcellulose,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E576 - Gluconate de sodium,E627 - Guanylate disodique,E631 - Inosinate disodique	0			0			-1	a	4	fruits-and-vegetables	vegetables	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Kellogg Company US	en:frozen-plant-based-foods-mixes	Mélanges d'aliments à base de plantes surgelés								225	941		9	1.3															2.4	4.8																	0.1	0	26.2	2.5									4.3	1	3	12.8				1.14	0.456		0.0000105					0	0	0.0001	0.0036	0.0002		0.000001	0.0000017					0.346		0.052	0.133	0.003	0.035	0.0006																			-1								
0041268204984	http://world-fr.openfoodfacts.org/produit/0041268204984/butternut-squash-hannaford-bros-co	usda-ndb-import	1489090662	2017-03-09T20:17:42Z	1587591513	2020-04-22T21:38:33Z	Butternut Squash						Hannaford Bros. Co.	hannaford-bros-co	Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Pumpkin and Squash plant products, Pumpkins and their products, Pumpkins, Butternut squashes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:pumpkin-and-squash-plant-products,en:pumpkins-and-their-products,en:pumpkins,en:butternut-squashes	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumes et dérivés,Produits de la plante de courge,Courges et dérivés,Courges,Courges Butternut																United States	en:united-states	États-Unis	Butternut squash, water, butter (cream [cow's milk], water, salt), sugar, modified food starch, soybean oil, salt, potassium sorbate, nutmeg, phosphoric acid, nisin.						0.5 cup (110 g)	110		3		en:e202,en:e234,en:e338	E202 - Sorbate de potassium,E234 - Nisine,E338 - Acide orthophosphorique	0			0			-2	a	3	Fruits and vegetables	Vegetables	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Hannaford Bros. Co.	en:butternut-squashes	Courges Butternut								100	418		4.55	2.27																																	0	0.009	14.55	6.36									1.8			0.91				0.1825	0.073		0.0024546					0.0022														0.036		0.00491																					-2								
2107080002905	http://world-fr.openfoodfacts.org/produit/2107080002905/%CE%BA%CE%B5%CF%86%CE%B1%CE%BB%CE%BF%CE%B3%CF%81%CE%B1%CE%B2%CE%B9%CE%AD%CF%81%CE%B1-%CE%B4%CF%89%CE%B4%CF%8E%CE%BD%CE%B7	kaman	1429867560	2015-04-24T09:26:00Z	1429868064	2015-04-24T09:34:24Z	Κεφαλογραβιέρα Δωδώνη	Κεφαλογραβιέρα (Kefalograviera Cheese-Hard cheese derived from pasteurized ewe's and goat's milk)	244 gr	Πλαστικό	πλαστικο		Δωδώνη	δωδωνη	Γαλακτοκομικά	el:γαλακτοκομικά	el:γαλακτοκομικά	Ελλάδα	en:greece	Grèce	Ελλάδα	ελλαδα	Π.Ο.Π.	el:π-ο-π	el:π-ο-π	GR 20.2.200 E.U.	gr-20-2-200-e-u				Ελλάδα		Ελλάδα	en:greece	Grèce	Παστεριωμένο πρόβειο και κατσικίσιο γάλα, οξυγαλακτική καλλιέργεια, αλάτι									0				0			0			24	e		unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite complétée,Code emballeur complété,Caractéristiques complétées,Catégories complétées,Marques complétées,Emballage complété,Quantité complétée,Nom du produit complete,Photos à valider,Photos envoyées		el:γαλακτοκομικά	el:γαλακτοκομικά	https://static.openfoodfacts.org/images/products/210/708/000/2905/front_el.3.400.jpg	https://static.openfoodfacts.org/images/products/210/708/000/2905/front_el.3.200.jpg						361	1510		29	21																																			0	0												25				2.5	1																																												24								
0041318580686	http://world-fr.openfoodfacts.org/produit/0041318580686/medium-cheddar-cheese-medium-cheddar	org-database-usda	1587670242	2020-04-23T19:30:42Z	1587670242	2020-04-23T19:30:42Z	Medium cheddar cheese, medium cheddar								Dairies, Fermented foods, Fermented milk products, Cheeses	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses	Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages																United States	en:united-states	États-Unis	Cheddar cheese (cultured pasteurized milk, salt, enzymes, color added).						1 ONZ (28 g)	28		0				0			0			16	d	4	Milk and dairy products	Cheese	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Schnuck Markets, Inc.	en:cheeses	Fromages								393	1644		32.14	17.86																																	0	0.107	3.57	0									0			21.43				1.6975	0.679																			0.071		0.718		0																					16								
0047900322016	http://world-fr.openfoodfacts.org/produit/0047900322016/iced-hibiscus-tea-bags-luzianne	usda-ndb-import	1489140191	2017-03-10T10:03:11Z	1587632792	2020-04-23T09:06:32Z	Iced hibiscus tea bags						Luzianne	luzianne	Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Iced teas, Tea bags	en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:iced-teas,en:tea-bags	Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Thés,Thés glacés,Thés en sachets																United States	en:united-states	États-Unis	Hibiscus						1 TEA BAG (MAKES 4 SERVINGS - 8 fl oz EACH) (4.5 g)	240		0				0			0					1	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Reily Foods Company	en:tea-bags	Thés en sachets								0	0		0																																				0													0				0	0																			0.444																																	
0038794995370	http://world-fr.openfoodfacts.org/produit/0038794995370/baked-stacked-eggplant	org-database-usda	1587659725	2020-04-23T16:35:25Z	1587659725	2020-04-23T16:35:25Z	Baked stacked eggplant								Frozen foods	en:frozen-foods	Surgelés																United States	en:united-states	États-Unis	Eggplant, fat free ricotta cheese (pasteurized whey, pasteurized skim milk, vinegar, xanthan gum, vitamin a palmitate), fire roasted tomatoes (tomatoes, tomato juice, salt, calcium chloride and citric acid), water, tomatoes, tomato puree (vine-ripened fresh tomatoes and salt), monterey jack cheese (pasteurized milk, cheese cultures, salt, enzymes), breadcrumbs (unbleached wheat flour, malted barley flour, water, salt and yeast), onions, pasteurized egg whites, organic unbleached wheat flour, parmesan cheese (pasteurized part-skim milk, cheese cultures, enzymes & salt, powdered cellulose {to prevent caking}), red bell pepper, feta cheese (pasteurized whole milk, cheese culture, salt, & enzymes), basil, tomato paste, expeller pressed canola oil, reduced fat milk (milk, skim milk, non-fat milk solids, vitamin a palmitate, and vitamin d3), garlic, organic nonfat dry milk powder (organic grade a pasteurized skim milk), garlic powder, salt, cornstarch, parsley, extra virgin olive oil, pine nuts, paprika, organic sugar, black pepper, white pepper, oregano.	en:milk					9.5 ONZ (269 g)	269		3		en:e330,en:e415,en:e460,en:e460ii	E330 - Acide citrique,E415 - Gomme xanthane,E460 - Cellulose,E460ii - Cellulose en poudre	0			0			0	b	4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	CEDARLANE	en:frozen-foods	Surgelés								86	360		3.72	1.67																																	0	0.011	7.81	3.35									1.1			5.2				0.51	0.204																					0.114		0.00037																					0								
0297921023618	http://world-fr.openfoodfacts.org/produit/0297921023618/6-creprs-au-sucre-leclerc	kiliweb	1521969818	2018-03-25T09:23:38Z	1553353690	2019-03-23T15:08:10Z	6 creprs au sucre Leclerc						Leclerc	leclerc																		Leclerc	France	en:france	France																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/029/792/102/3618/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/029/792/102/3618/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/029/792/102/3618/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/029/792/102/3618/ingredients_fr.7.200.jpg				211	883		1	0.5																																			44	19												5.7				0.06	0.024																																																				
0016000410251	http://world-fr.openfoodfacts.org/produit/0016000410251/fruit-by-the-foot-flavor-mixers-6-count	org-database-usda	1587648987	2020-04-23T13:36:27Z	1592671217	2020-06-20T16:40:17Z	Fruit by the Foot Flavor Mixers 6 Count								Snacks	en:snacks	Snacks																United States	en:united-states	États-Unis	raspberry grape : sugar, maltodextrin, corn syrup, pear puree concentrate, palm oil, contains 2% or less of: carrageenan, citric acid, monoglycerides, sodium citrate, acetylated monoglycerides, malic acid, xanthan gum, vitamin c (ascorbic acid), locust bean gum, natural flavor, potassium citrate, color (red 40, blue 1),cherry orange : sugar, maltodextrin, corn syrup, pear puree concentrate, palm oil, contains 2% or less of: carrageenan, citric acid, monoglycerides, sodium citrate, acetylated monoglycerides, malic acid, xanthan gum, vitamin c (ascorbic acid), locust bean gum, potassium citrate, color (red 40, yellow 6), natural flavor,						1 roll (21 g) (21 g)	21		9		en:e110,en:e129,en:e133,en:e296,en:e330,en:e331,en:e407,en:e410,en:e415	E110 - Jaune orangé S,E129 - Rouge allura AC,E133 - Bleu brillant FCF,E296 - Acide malique,E330 - Acide citrique,E331 - Citrates de sodium,E407 - Carraghénanes,E410 - Gomme de caroube,E415 - Gomme xanthane	0			0			18	d	4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	GENERAL MILLS SALES INC.	en:snacks	Snacks								381	1594		4.76	2.38																																	0	0	80.95	47.62									0			0				0.595	0.238		0					0.0286														0		0																					18								
12274703	http://world-fr.openfoodfacts.org/produit/12274703/dayyan-healthcare	halal-app-chakib	1585451165	2020-03-29T03:06:05Z	1585451165	2020-03-29T03:06:05Z							Dayyan  healthcare	dayyan-healthcare																			en:Malaysia	en:malaysia	Malaisie																							unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-to-be-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-to-be-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles à compléter,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit à compléter,Photos à envoyer																																																																																																																								
0708820008489	http://world-fr.openfoodfacts.org/produit/0708820008489/roasted-cashews-with-sea-salt	org-database-usda	1587647615	2020-04-23T13:13:35Z	1587647615	2020-04-23T13:13:35Z	Roasted cashews with sea salt								Snacks	en:snacks	Snacks																United States	en:united-states	États-Unis	Cashews, vegetable oil (peanut, cottonseed, soybean and/or sunflower seed), sea salt.	en:nuts,en:peanuts					18 KERNELS (30 g)	30		0				0			0			16	d	3	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Meijer, Inc.	en:snacks	Snacks								600	2510		50	8.33															23.33	10																	0	0	30	6.67									3.3			16.67				0.7925	0.317		0					0														0.067		0.006																					16								
20712419	http://world-fr.openfoodfacts.org/produit/20712419/chipolatas-aux-herbes-l-etal-du-boucher	kiliweb	1494065227	2017-05-06T10:07:07Z	1599926518	2020-09-12T16:01:58Z	Chipolatas aux herbes		660 g	barquette	barquette		L'étal du boucher,L'etal Du Boucher	l-etal-du-boucher,l-etal-du-boucher	Viandes, Charcuteries, Saucisses, Saucisses françaises, Chipolatas, Chipolatas aux herbes	en:meats,en:prepared-meats,en:sausages,en:french-sausages,en:chipolatas,fr:chipolatas-aux-herbes	Viandes,Charcuteries,Saucisses,Saucisses françaises,Chipolatas,Chipolatas aux herbes	France	en:france	France			Viande Française, Viande Porcine Française  	fr:viande-francaise,fr:viande-porcine-francaise	Viande-francaise,Viande-porcine-francaise							LIDL	France	en:france	France	85% viande de porc, eau, gras de porc, sel, conservateurs : lactate de potassium, acétates de sodium ; dextrose, sucre, 0,2% herbes de Provence et persil, ail, arômes naturels, antioxydant : ascorbate de sodium ; colorant : carmins ; épice. Boyau naturel de mouton. Viande de porc origine France.									4		en:e120,en:e262,en:e301,en:e326	E120 - Acide carminique,E262 - Acétates de sodium,E301 - Ascorbate de sodium,E326 - Lactate de potassium	0			0			18	d	4	Fish Meat Eggs	Processed meat	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques complétées,Catégories complétées,Marques complétées,Emballage complété,Quantité complétée,Nom du produit complete,Photos à valider,Photos envoyées		fr:chipolatas-aux-herbes	Chipolatas aux herbes	https://static.openfoodfacts.org/images/products/20712419/front_fr.10.400.jpg	https://static.openfoodfacts.org/images/products/20712419/front_fr.10.200.jpg	https://static.openfoodfacts.org/images/products/20712419/ingredients_fr.15.400.jpg	https://static.openfoodfacts.org/images/products/20712419/ingredients_fr.15.200.jpg				260	1088		22	10																																			1.6	1									0			14				1.5	0.6																																											629	18								
0858176002270	http://world-fr.openfoodfacts.org/produit/0858176002270/peach-mango-superdrink	org-database-usda	1587640601	2020-04-23T11:16:41Z	1588843979	2020-05-07T09:32:59Z	Peach mango superdrink								Beverages, Sweetened beverages	en:beverages,en:sweetened-beverages	Boissons,Boissons avec sucre ajouté																United States	en:united-states	États-Unis	filtered water, erythritol, pure cane sugar, coconut water concentrate, citric acid, dipotassium phosphate (electrolyte), ascorbic acid (vitamin c), gum arabic, magnesium oxide (electrolyte), vegetable juice concentrate (color), natural peach mango flavor with other natural flavors, stevia rebaudiana leaf extract, calcium d-pantothenate (vitamin b5), niacinamide (vitamin b3), alpha-tocopheryl acetate (vitamin e), ester gum, zinc oxide (electrolyte), pyridoxine hydrochloride (vitamin b6), guar gum, vitamin a palmitate (vitamin a), folic acid (vitamin b9), beta-apo-8'carotenal (color), cyanocobalamin (vitamin b12),						8 OZA (236.5 ml)	236.5		7		en:e160e,en:e330,en:e340,en:e340ii,en:e412,en:e414,en:e445,en:e968	E160e - Apocaroténal 8',E330 - Acide citrique,E340 - Orthophosphates de potassium,E340ii - Phosphate dipotassique,E412 - Gomme de guar,E414 - Gomme d'acacia,E445 - Esters glycériques de résine de bois,E968 - Érythritol	0			0					4	Beverages	Artificially sweetened beverages	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Body Armor Nutrition, LLC	en:sweetened-beverages	Boissons avec sucre ajouté								8	33		0																																				4.23	1.27												0				0.02	0.008		0.0003171					0.0127			0.008457	0.000846			0.00000254		0.004228			0.148					0.014	0.00222																											
