code	url	creator	created_t	created_datetime	last_modified_t	last_modified_datetime	product_name	generic_name	quantity	packaging	packaging_tags	packaging_text	brands	brands_tags	categories	categories_tags	categories_fr	origins	origins_tags	origins_fr	manufacturing_places	manufacturing_places_tags	labels	labels_tags	labels_fr	emb_codes	emb_codes_tags	first_packaging_code_geo	cities	cities_tags	purchase_places	stores	countries	countries_tags	countries_fr	ingredients_text	allergens	allergens_fr	traces	traces_tags	traces_fr	serving_size	serving_quantity	no_nutriments	additives_n	additives	additives_tags	additives_fr	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	states_tags	states_fr	brand_owner	main_category	main_category_fr	image_url	image_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	butyric-acid_100g	caproic-acid_100g	caprylic-acid_100g	capric-acid_100g	lauric-acid_100g	myristic-acid_100g	palmitic-acid_100g	stearic-acid_100g	arachidic-acid_100g	behenic-acid_100g	lignoceric-acid_100g	cerotic-acid_100g	montanic-acid_100g	melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	alpha-linolenic-acid_100g	eicosapentaenoic-acid_100g	docosahexaenoic-acid_100g	omega-6-fat_100g	linoleic-acid_100g	arachidonic-acid_100g	gamma-linolenic-acid_100g	dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	oleic-acid_100g	elaidic-acid_100g	gondoic-acid_100g	mead-acid_100g	erucic-acid_100g	nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	sucrose_100g	glucose_100g	fructose_100g	lactose_100g	maltose_100g	maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	soluble-fiber_100g	insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0628504106105	http://world-fr.openfoodfacts.org/produit/0628504106105/coquille-gratin-des-iles	kiliweb	1597788939	2020-08-18T22:15:39Z	1597788944	2020-08-18T22:15:44Z	Coquille gratin des iles																										en:ca	en:canada	Canada																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/062/850/410/6105/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/062/850/410/6105/front_fr.3.200.jpg			https://static.openfoodfacts.org/images/products/062/850/410/6105/nutrition_fr.5.400.jpg	https://static.openfoodfacts.org/images/products/062/850/410/6105/nutrition_fr.5.200.jpg		380	1590		24	11																																			19	1												20				0.47	0.188																																																				
0002050000009	http://world-fr.openfoodfacts.org/produit/0002050000009/semillas-de-cacao	kiliweb	1569502492	2019-09-26T12:54:52Z	1569503279	2019-09-26T13:07:59Z	Semillas de Cacao																Gluten-free, No lactose, en:vegan	en:vegetarian,en:gluten-free,en:vegan,en:no-lactose	Végétarien,en:gluten-free,Végétalien,Sans lactose								en:es	en:spain	Espagne																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/000/205/000/0009/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/000/205/000/0009/front_es.3.200.jpg			https://static.openfoodfacts.org/images/products/000/205/000/0009/nutrition_es.5.400.jpg	https://static.openfoodfacts.org/images/products/000/205/000/0009/nutrition_es.5.200.jpg		570	2385		51.8	28.8																																			0.3	0.009												12.8				0.175	0.07																																																				
0098487952608	http://world-fr.openfoodfacts.org/produit/0098487952608/sweet-gherkin-pickles	org-database-usda	1587673798	2020-04-23T20:29:58Z	1587673798	2020-04-23T20:29:58Z	Sweet gherkin pickles								Salted snacks	en:salted-snacks	en:salted-snacks																United States	en:united-states	États-Unis	Cucumber, sugar, water, vinegar, salt, calcium chloride, polysorbate 80, natural flavor, fd & c yellow # 5.						1 ONZ (28 g)	28		2		en:e102,en:e433	E102 - Tartrazine,E433 - Monooléate de polyoxyéthylène de sorbitane	0			1		e433-monooleate-de-polyoxyethylene-de-sorbitane	9	c	4	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	NOT A BRANDED ITEM	en:salted-snacks	en:salted-snacks								107	448		0	0																																	0	0	28.57	25									3.6			0				1.5175	0.607																					0		0																					9								
0824862702236	http://world-fr.openfoodfacts.org/produit/0824862702236/cheesy-cauliflower-mash	org-database-usda	1587659362	2020-04-23T16:29:22Z	1587659363	2020-04-23T16:29:23Z	Cheesy cauliflower mash								Meals	en:meals	Plats préparés																United States	en:united-states	États-Unis	Cauliflower, cheddar cheese (cheddar cheese [pasteurized milk, cheese culture, salt, enzymes, annatto {vegetable color}], powdered cellulose [to prevent caking]), bacon topping (bacon cured with: water, salt, sugar, sodium erythorbate and/or sodium ascorbate, sodium nitrite. may contain natural smoke flavoring, sodium phosphate), salt and pepper with chives (salt, maltodextrin, dehydrated garlic, black pepper, dehydrated chives, expeller pressed sunflower oil [as a processing aid], not more than 2% silicon dioxide added to prevent caking).						1 cup (110 g)	110		4		en:e160b,en:e250,en:e316,en:e460,en:e460ii	E160b - Rocou,E250 - Nitrite de sodium,E316 - Érythorbate de sodium,E460 - Cellulose,E460ii - Cellulose en poudre	0			0			1	b	4	Composite foods	One-dish meals	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Taylor Fresh Foods, Inc.	en:meals	Plats préparés								73	305		3.64	2.27																																	0	0.009	5.45	1.82									1.8			4.55				0.5225	0.209																			0.29		0.075		0.00091																					1								
0201015024931	http://world-fr.openfoodfacts.org/produit/0201015024931/prefou	kiliweb	1534786813	2018-08-20T17:40:13Z	1534786819	2018-08-20T17:40:19Z	Prefou																										France	en:france	France																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/020/101/502/4931/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/020/101/502/4931/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/020/101/502/4931/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/020/101/502/4931/ingredients_fr.7.200.jpg				329	1377		32	22																																			4.8	0.7												4.4				2.1	0.84																																																				
00681604302720002045	http://world-fr.openfoodfacts.org/produit/00681604302720002045/finisimo-jamon-iberico-cocido	kiliweb	1582032124	2020-02-18T13:22:04Z	1582644779	2020-02-25T15:32:59Z	Finisimo jamón iberico cocido																										en:es	en:spain	Espagne																							unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite complétée,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/006/816/043/02720002045/front_es.3.400.jpg	https://static.openfoodfacts.org/images/products/006/816/043/02720002045/front_es.3.200.jpg			https://static.openfoodfacts.org/images/products/006/816/043/02720002045/nutrition_es.5.400.jpg	https://static.openfoodfacts.org/images/products/006/816/043/02720002045/nutrition_es.5.200.jpg		158	661		10	3.5																																			1	0.6												16				1.8	0.72																																																				
0034500634564	http://world-fr.openfoodfacts.org/produit/0034500634564/heavy-whipping-cream-land-o-lakes	usda-ndb-import	1489070342	2017-03-09T14:39:02Z	1587584194	2020-04-22T19:36:34Z	Heavy whipping cream						Land O Lakes,  Land O'Lakes  Inc.	land-o-lakes,land-o-lakes-inc	Dairies, Creams	en:dairies,en:creams	Produits laitiers,Crèmes																United States	en:united-states	États-Unis	Heavy cream, skim milk, contains less than 1% of the following: mono and diglycerides, polysorbate 80, carrageenan.						1 Tbsp (15 ml)	15		3		en:e407,en:e433,en:e471	E407 - Carraghénanes,E433 - Monooléate de polyoxyéthylène de sorbitane,E471 - Mono- et diglycérides d'acides gras alimentaires	0			1		e433-monooleate-de-polyoxyethylene-de-sorbitane	14	d	4	Milk and dairy products	Milk and yogurt	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Land O'Lakes, Inc.	en:creams	Crèmes								333	1393		33.33	23.33																																	0	0.133	0	0									0			0				0.0825	0.033		0.0003999					0														0.133		0																					14								
0041303079898	http://world-fr.openfoodfacts.org/produit/0041303079898/alkaline-purified-water-with-electrolytes	org-database-usda	1587674888	2020-04-23T20:48:08Z	1587674888	2020-04-23T20:48:08Z	Alkaline purified water with electrolytes								Beverages, Waters	en:beverages,en:waters	Boissons,Eaux																United States	en:united-states	États-Unis	Purified water, potassium hydroxide, calcium chloride, magnesium chloride.						8 OZA (240 ml)	240		0				0			0					1	Beverages	Waters and flavored waters	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Supervalu, Inc.	en:waters	Eaux								0	0		0																																				0													0				0	0																																																				
0202399029529	http://world-fr.openfoodfacts.org/produit/0202399029529/sandwich-le-nordique	kiliweb	1580903325	2020-02-05T11:48:45Z	1580903326	2020-02-05T11:48:46Z	Sandwich le nordique																										en:fr	en:france	France																							unknown	unknown	en:to-be-completed, en:nutrition-facts-to-be-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-to-be-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-to-be-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-to-be-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles à compléter,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories à compléter,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à valider,Photos envoyées				https://static.openfoodfacts.org/images/products/020/239/902/9529/front_fr.3.400.jpg	https://static.openfoodfacts.org/images/products/020/239/902/9529/front_fr.3.200.jpg																																																																																																																			
0815108020559	http://world-fr.openfoodfacts.org/produit/0815108020559/italian-style-pinwheels	org-database-usda	1587641753	2020-04-23T11:35:53Z	1587641753	2020-04-23T11:35:53Z	Italian style pinwheels								Sandwiches	en:sandwiches	Sandwichs																United States	en:united-states	États-Unis	Flat bread (enriched wheat flour [wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], water, sugar, canola oil, salt, wrap fresh (unbleached unbromated wheat flour, monoglycerides, guar gum, dextrose, enzymes and l-cystein), yeast and calcium propionate) garlic herb spread (pasteurized cultured milk and cream, garlic, salt, guar gum and/or carob beans, spices, sorbic acid to maintain freshness), provolone cheese (pasteurized milk, cheese cultures, salt, enzymes), hard salami (pork, beef, salt, contains less than 2% of the following: corn syrup, sugar, spices, natural smoke flavor, sodium ascorbate, wine, garlic, lactic acid starter culture, potassium nitrate, sodium nitrite), pepperoni (pork, beef, salt, contains less than 2% or less of: flavorings, dextrose, lactic acid starter culture, paprika, sodium nitrite, bha, bht, citric acid), ham (cured with water, contains less than 2% salt, sugar, dextrose, potassium lactate, sodium diacetate, sodium phosphate, sodium erythorbate, sodium nitrite), lettuce, red onion.	en:gluten,en:milk					3 PINWHEELS (115 g)	115		10		en:e250,en:e252,en:e262,en:e262ii,en:e301,en:e316,en:e320,en:e321,en:e326,en:e330,en:e412	E250 - Nitrite de sodium,E252 - Nitrate de potassium,E262 - Acétates de sodium,E262ii - Diacétate de sodium,E301 - Ascorbate de sodium,E316 - Érythorbate de sodium,E320 - Butylhydroxyanisol,E321 - Butylhydroxytoluène,E326 - Lactate de potassium,E330 - Acide citrique,E412 - Gomme de guar	0			0			18	d	4	Composite foods	Sandwiches	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	CC Kitchens, LLC	en:sandwiches	Sandwichs								252	1054		20	6.96																																		0.048	16.52	2.61									0.9			12.17				2.1075	0.843		0.0003261					0.0021														0.13		0.00125																					18								
0071720220535	http://world-fr.openfoodfacts.org/produit/0071720220535/fruit-chews-mini-bites-candy-coated-chews-fruit-chews	org-database-usda	1587670042	2020-04-23T19:27:22Z	1587670043	2020-04-23T19:27:23Z	Fruit chews mini bites candy coated chews, fruit chews								Snacks, Sweet snacks, Confectioneries	en:snacks,en:sweet-snacks,en:confectioneries	Snacks,Snacks sucrés,Confiseries																United States	en:united-states	États-Unis	Sugar, corn syrup, anhydrous dextrose, palm oil, condensed skim milk, gum arabic, whey, malic acid, confectioner's glaze, tapioca dextrin, soy lecithin, artificial and natural flavors, titanium dioxide, carnauba wax, artificial colors (including fd&c yell	en:milk					14 PIECES (29 g)	29		6		en:e1400,en:e171,en:e296,en:e322,en:e322i,en:e414,en:e903	E1400 - Dextrines,E171 - Oxyde de titane,E296 - Acide malique,E322 - Lécithines,E322i - Lécithine,E414 - Gomme d'acacia,E903 - Cire de carnauba	0			0			17	d	4	Sugary snacks	Sweets	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Tootsie Roll Industries Inc.	en:confectioneries	Confiseries								345	1443		5.17	3.45																																			75.86	58.62												0				0.0425	0.017																																												17								
0185889000447	http://world-fr.openfoodfacts.org/produit/0185889000447/dried-apple-2-the-core-peeled-snacks	usda-ndb-import	1489134752	2017-03-10T08:32:32Z	1587626668	2020-04-23T07:24:28Z	Dried Apple -2-The-Core						Peeled Snacks	peeled-snacks	Snacks	en:snacks	Snacks																United States	en:united-states	États-Unis	Organic apples.						1 BAG (35 g)	35		0				0			0			2	b	1	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques complétées,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	PEELED SNACKS	en:snacks	Snacks								314	1314		0	0																																	0	0	77.14	57.14									8.6			2.86				0	0		0					0														0		0.00103																					2								
0012656707547	http://world-fr.openfoodfacts.org/produit/0012656707547/beurre-de-cacahuetes	kiliweb	1526978122	2018-05-22T08:35:22Z	1552297065	2019-03-11T09:37:45Z	Beurre de Cacahuètes		1.13 kg						Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Purées d'oléagineux, Beurres de fruits à coques, Beurres de légumineuses, Beurres de cacahuètes	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:spreads,en:nuts-and-their-products,en:plant-based-spreads,en:oilseed-purees,en:nut-butters,en:legume-butters,en:peanut-butters	Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Produits à tartiner,Fruits à coques et dérivés,Pâtes à tartiner végétales,Purées d'oléagineux,Beurres de fruits à coques,Beurres de légumineuses,Beurres de cacahuètes																France	en:france	France																				0	b		Cereals and potatoes	Legumes	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-to-be-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients à compléter,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité complétée,Nom du produit complete,Photos à valider,Photos envoyées		en:peanut-butters	Beurres de cacahuètes			https://static.openfoodfacts.org/images/products/001/265/670/7547/ingredients_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/001/265/670/7547/ingredients_fr.4.200.jpg				190	795		15	3																																			8	3												7				0.1	0.04																																												0								
0041190061877	http://world-fr.openfoodfacts.org/produit/0041190061877/seedless-raisins	org-database-usda	1587669267	2020-04-23T19:14:27Z	1587669267	2020-04-23T19:14:27Z	Seedless raisins								Snacks	en:snacks	Snacks																United States	en:united-states	États-Unis	Organic raisins.						1 BOX (28 g)	28		0				0			0			2	b	1	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-to-be-completed, en:categories-completed, en:brands-to-be-completed, en:packaging-to-be-completed, en:quantity-to-be-completed, en:product-name-completed, en:photos-to-be-uploaded	en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-to-be-completed,en:categories-completed,en:brands-to-be-completed,en:packaging-to-be-completed,en:quantity-to-be-completed,en:product-name-completed,en:photos-to-be-uploaded	À compléter,Informations nutritionnelles complétées,Ingrédients complétés,Date limite à compléter,Code emballeur à compléter,Caractéristiques à compléter,Catégories complétées,Marques à compléter,Emballage à compléter,Quantité à compléter,Nom du produit complete,Photos à envoyer	Wakefern Food Corporation	en:snacks	Snacks								321	1343		0	0																																	0	0	78.57	71.43									7.1			3.57				0.09	0.036																					0.071	0.071	0.00129																					2								
